ID,SeparationType,Cease Date,DETE Start Date,Role Start Date,Position,Classification,Region,Business Unit,Employment Status,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Work location,Employment conditions,Maternity/family,Relocation,Study/Travel,Ill Health,Traumatic incident,Work life balance,Workload,None of the above,Gender,Age,Aboriginal,Torres Strait,South Sea,Disability,NESB
764,Resignation-Other employer,07/2006,2006,2006,Teacher,Primary,Metropolitan,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
765,Age Retirement,12/2013,1997,2005,Teacher Aide,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,,,,,
766,Age Retirement,Not Stated,1978,1995,Teacher,Primary,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,,,,,
767,Age Retirement,01/2014,1983,1983,Teacher,Secondary,Metropolitan,,Permanent Full-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,,,,,
768,Resignation-Other employer,01/2014,2007,2007,Teacher,Primary,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,,,,,
769,Age Retirement,12/2013,1992,1992,Teacher,Primary,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
770,Ill Health Retirement,02/2014,1976,1993,Head of Curriculum/Head of Special Education,,South East,,Permanent Full-time,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,False,Male,56-60,,,,,
771,Resignation-Other reasons,11/2013,2008,Not Stated,Teacher Aide,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,46-50,,,,,
772,Resignation-Other reasons,Not Stated,1987,1987,Cleaner,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
773,Resignation-Other employer,01/2014,2002,2007,Head of Curriculum/Head of Special Education,,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,,,,,
774,Age Retirement,04/2013,1969,2006,Head of Curriculum/Head of Special Education,,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,,,,,
775,Age Retirement,Not Stated,2006,2006,Public Servant,A01-A04,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
776,Resignation-Other employer,Not Stated,2005,2005,Teacher Aide,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,,,,,
777,Age Retirement,12/2013,Not Stated,Not Stated,Cleaner,,South East,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
778,Contract Expired,Not Stated,2011,2012,Public Servant,A01-A04,Central Office,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,31-35,,,,,
779,Age Retirement,Not Stated,1990,1990,Cleaner,,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,56-60,,,,,
780,Age Retirement,10/2013,1992,1992,Cleaner,,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
781,Age Retirement,10/2013,1992,1992,Schools Officer,,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
782,Age Retirement,12/2013,2002,Not Stated,Cleaner,,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
783,Age Retirement,10/2013,1989,Not Stated,Business Service Manager,,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,61 or older,,,,,
784,Voluntary Early Retirement (VER),10/2013,1969,2008,Teacher,Special Education,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
785,Contract Expired,09/2013,2013,Not Stated,Teacher Aide,,Not Stated,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
786,Resignation-Other reasons,10/2013,2013,2013,Teacher,Secondary,Central Queensland,,Permanent Full-time,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,21-25,,,,,
787,Age Retirement,01/2014,1992,Not Stated,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
788,Resignation-Other employer,01/2014,1994,2008,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
789,Age Retirement,01/2014,1977,Not Stated,Teacher,Secondary,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,,,,,
790,Resignation-Other employer,Not Stated,1990,2010,Teacher,Secondary,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
791,Resignation-Other reasons,01/2014,1983,1999,"School Based Professional Staff (Therapist, nurse, etc)",,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,,,,,
792,Resignation-Other reasons,01/2014,2008,2008,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,Male,36-40,,,,,
793,Resignation-Other reasons,Not Stated,2007,2007,Public Servant,A01-A04,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,
794,Other,Not Stated,1996,2006,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,Female,61 or older,,,,Yes,
795,Ill Health Retirement,12/2013,2003,2006,Teacher,Primary,Metropolitan,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,,,,,
796,Resignation-Move overseas/interstate,11/2013,Not Stated,Not Stated,Cleaner,,Not Stated,,Permanent Part-time,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,36-40,,,,,
797,Age Retirement,Not Stated,1977,2011,Teacher,Primary,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,
798,Age Retirement,Not Stated,1970,1975,Teacher,Secondary,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,
799,Resignation-Move overseas/interstate,Not Stated,2000,2013,Public Servant,A01-A04,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,36-40,,,,,
800,Resignation-Move overseas/interstate,Not Stated,1995,Not Stated,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,
801,Other,Not Stated,1981,2003,Teacher,Special Education,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,,,,,
802,Other,01/2014,2011,2011,Teacher,Primary,Not Stated,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,21-25,,,,,
803,Ill Health Retirement,01/2014,1972,1976,Teacher,Primary,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,,,,,
804,Resignation-Move overseas/interstate,12/2013,Not Stated,Not Stated,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,
805,Resignation-Other employer,01/2014,2004,2007,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,
806,Resignation-Other employer,01/2014,2008,2013,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
807,Age Retirement,Not Stated,1990,1990,Teacher Aide,,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
808,Resignation-Other employer,12/2013,2005,2005,Cleaner,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,41-45,,,,,
809,Resignation-Other reasons,12/2013,2004,2004,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,36-40,,,,,
810,Resignation-Other reasons,12/2013,2010,2010,Teacher Aide,,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,26-30,,,,,
811,Age Retirement,01/2014,1979,2006,Teacher,Primary,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,,,,,
812,Age Retirement,Not Stated,1972,1991,Teacher,Primary,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
813,Contract Expired,12/2013,2008,2010,School Administrative Staff,A01-A04,South East,,Temporary Full-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,,,,Yes,
814,Age Retirement,01/2014,1998,2005,Teacher,Secondary,Not Stated,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
815,Age Retirement,11/2013,1995,2007,Public Servant,AO5-AO7,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,,,,,
816,Age Retirement,11/2013,Not Stated,Not Stated,Cleaner,,Not Stated,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
817,Resignation-Other employer,01/2014,2012,2012,Teacher,Primary,Far North Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,
818,Resignation-Move overseas/interstate,01/2014,2012,2012,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,,,,,
819,Age Retirement,02/2014,1977,1999,Teacher,Primary,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,Female,56-60,,,,,
820,Age Retirement,01/2014,1980,1980,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,51-55,,,,,
821,Resignation-Move overseas/interstate,01/2014,2009,2009,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,Female,31-35,,,,,
