index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
4246,2019-12-31,Western,"1,302.10","1,315.80",34.02,37.23,33.35,39.99
4247,2019-12-31,Southern,635.02,546.81,67.16,45.29,59.11,99.97
4248,2019-12-31,Eastern,490.97,483.53,,,25.63,30.88
4249,2019-12-31,NorthEastern,35.44,37.70,,,14.6,7.83
4250,2020-01-01,Northern,671.49,578.84,26.24,36.58,95.94,113.29
4251,2020-01-01,Western,"1,296.04","1,286.06",42.41,40.58,30.71,34.15
4252,2020-01-01,Southern,632.65,518.87,62.6,45.37,63.94,83.22
4253,2020-01-01,Eastern,484.74,458.18,,,23.17,27.81
4254,2020-01-01,NorthEastern,34.74,36.06,,,11.06,7.25
4255,2020-01-02,Northern,671.53,588.32,26.24,36.46,95.94,104.71
4256,2020-01-02,Western,"1,296.04","1,285.24",42.41,40.42,30.71,39.79
4257,2020-01-02,Southern,632.65,531.83,62.6,45.27,63.94,102.59
4258,2020-01-02,Eastern,484.74,470.49,,,23.17,31.83
4259,2020-01-02,NorthEastern,34.74,37.33,,,11.06,7.4
4260,2020-01-03,Northern,671.86,593.91,26.24,36.4,95.94,108.71
4261,2020-01-03,Western,"1,296.04","1,294.68",42.41,30.13,30.71,36.83
4262,2020-01-03,Southern,632.65,554.58,62.6,45.77,63.94,98.76
4263,2020-01-03,Eastern,484.74,465.94,,,23.17,31.74
4264,2020-01-03,NorthEastern,34.74,36.07,,,11.06,7.14
4265,2020-01-04,Northern,671.86,605.87,26.24,36.44,95.94,111.99
4266,2020-01-04,Western,"1,288.18","1,274.08",42.41,30.07,30.71,42.81
4267,2020-01-04,Southern,635.97,558.83,62.6,45.54,63.94,91.1
4268,2020-01-04,Eastern,484.74,470.49,,,23.17,28.93
4269,2020-01-04,NorthEastern,34.74,36.74,,,11.06,7.59
4270,2020-01-05,Northern,671.86,581.56,26.24,36.49,95.94,109.4
4271,2020-01-05,Western,"1,295.29","1,227.84",42.41,30.44,30.71,34.07
4272,2020-01-05,Southern,635.97,526.26,62.6,41.1,63.94,78.43
4273,2020-01-05,Eastern,510.11,462.66,,,23.17,25.22
4274,2020-01-05,NorthEastern,34.74,34.96,,,11.06,7.6
4275,2020-01-06,Northern,671.86,572.72,26.24,36.43,95.94,111.21
4276,2020-01-06,Western,"1,289.73","1,262.12",42.41,30.32,30.71,54.55
4277,2020-01-06,Southern,635.97,528.71,62.6,41.13,63.94,92.59
4278,2020-01-06,Eastern,510.11,476.14,,,23.17,27.55
4279,2020-01-06,NorthEastern,34.74,36.64,,,11.06,7.4
4280,2020-01-07,Northern,671.86,590.06,26.24,36.33,95.94,107.05
4281,2020-01-07,Western,"1,289.73","1,282.77",42.41,30.48,30.71,60.54
4282,2020-01-07,Southern,635.97,555.75,62.6,41.23,63.94,89.74
4283,2020-01-07,Eastern,510.11,469.20,,,23.17,29.77
4284,2020-01-07,NorthEastern,34.74,36.22,,,11.06,7.24
4285,2020-01-08,Northern,674.40,589.83,26.24,36.14,95.94,104.14
4286,2020-01-08,Western,"1,289.73","1,284.52",42.41,28.85,30.71,39.03
4287,2020-01-08,Southern,635.97,553.06,62.6,41.15,63.94,79.71
4288,2020-01-08,Eastern,510.11,473.81,,,23.17,27.75
4289,2020-01-08,NorthEastern,34.74,34.79,,,11.06,7.19
4290,2020-01-09,Northern,674.40,568.94,26.24,36.72,95.94,116.16
4291,2020-01-09,Western,"1,289.73","1,251.27",42.41,27.72,30.71,36.16
4292,2020-01-09,Southern,639.88,565.06,62.6,41.15,63.94,84.3
4293,2020-01-09,Eastern,510.11,463.76,,,23.17,32.44
4294,2020-01-09,NorthEastern,34.74,33.85,,,11.06,7.05
4295,2020-01-10,Northern,674.40,573.05,26.24,36.58,95.94,113.18
4296,2020-01-10,Western,"1,288.69","1,240.09",42.41,27.68,30.71,33.36
4297,2020-01-10,Southern,639.88,578.45,62.6,41.54,63.94,76.66
4298,2020-01-10,Eastern,510.11,450.08,,,23.17,27.77
4299,2020-01-10,NorthEastern,34.74,34.07,,,11.06,6.74
4300,2020-01-11,Northern,674.40,562.10,26.24,36.77,95.94,105.09
4301,2020-01-11,Western,"1,288.69","1,266.91",42.41,27.68,30.71,49.9
4302,2020-01-11,Southern,639.88,593.59,62.6,46.74,63.94,72.53
4303,2020-01-11,Eastern,510.11,468.26,,,23.17,24.39
4304,2020-01-11,NorthEastern,34.74,35.76,,,11.06,6.71
4305,2020-01-12,Northern,674.40,579.71,26.24,36.61,95.94,104.2
4306,2020-01-12,Western,"1,288.98","1,249.95",42.41,27.6,30.71,39.2
4307,2020-01-12,Southern,639.88,582.50,62.6,39.74,63.94,62.36
4308,2020-01-12,Eastern,510.11,474.87,,,23.17,28.7
4309,2020-01-12,NorthEastern,34.74,34.53,,,11.06,6.44
4310,2020-01-13,Northern,674.40,583.75,26.24,36.43,95.94,114.67
4311,2020-01-13,Western,"1,288.98","1,261.77",42.41,27.59,30.71,52.38
4312,2020-01-13,Southern,639.88,604.37,62.6,41.51,63.94,78.41
4313,2020-01-13,Eastern,510.11,487.98,,,23.17,32.18
4314,2020-01-13,NorthEastern,34.74,34.88,,,11.06,6.54
4315,2020-01-14,Northern,671.55,570.03,26.24,36.61,95.94,129.75
4316,2020-01-14,Western,"1,296.84","1,259.29",42.41,27.24,30.71,52.96
4317,2020-01-14,Southern,639.88,574.77,62.6,45.46,63.94,72.53
4318,2020-01-14,Eastern,510.11,482.37,,,23.17,26.86
4319,2020-01-14,NorthEastern,34.74,34.27,,,11.06,6.21
4320,2020-01-15,Northern,669.41,558.91,26.24,35.51,95.94,123.04
4321,2020-01-15,Western,"1,296.75","1,226.91",42.41,26.33,30.71,42.01
4322,2020-01-15,Southern,639.88,517.33,62.6,47.25,63.94,59.66
4323,2020-01-15,Eastern,495.68,473.97,,,23.17,28.22
4324,2020-01-15,NorthEastern,34.74,33.25,,,11.06,6.42
4325,2020-01-16,Northern,669.41,540.83,26.24,30.75,95.94,121.37
4326,2020-01-16,Western,"1,307.50","1,218.34",42.41,26.03,30.71,39.37
4327,2020-01-16,Southern,639.88,501.24,62.6,47.29,63.94,72.73
4328,2020-01-16,Eastern,489.52,469.56,,,23.17,25.82
4329,2020-01-16,NorthEastern,34.74,34.10,,,11.06,6.49
4330,2020-01-17,Northern,669.41,544.59,26.24,30.86,95.94,123.25
4331,2020-01-17,Western,"1,308.54","1,282.32",42.41,24.08,30.71,37.87
4332,2020-01-17,Southern,639.88,520.56,62.6,48.21,63.94,86.64
4333,2020-01-17,Eastern,489.26,498.41,,,23.17,28.17
4334,2020-01-17,NorthEastern,34.74,34.83,,,11.06,6.44
4335,2020-01-18,Northern,669.41,545.62,26.24,30.99,95.94,128.84
4336,2020-01-18,Western,"1,308.54","1,273.00",42.41,33.09,30.71,37.76
4337,2020-01-18,Southern,639.88,546.36,62.6,48.11,63.94,74.12
4338,2020-01-18,Eastern,489.26,510.86,,,23.17,28.55
4339,2020-01-18,NorthEastern,34.74,33.96,,,11.06,6.5
4340,2020-01-19,Northern,679.46,520.05,26.24,30.97,95.94,125.61
4341,2020-01-19,Western,"1,308.54","1,207.65",42.41,30.89,30.71,40.83
4342,2020-01-19,Southern,639.88,528.45,62.6,46.64,63.94,70.19
4343,2020-01-19,Eastern,489.26,492.02,,,23.17,21.59
4344,2020-01-19,NorthEastern,34.74,32.85,,,11.06,6.56
4345,2020-01-20,Northern,675.41,553.92,26.24,31.0,95.94,126.43
4346,2020-01-20,Western,"1,308.54","1,273.55",42.41,22.1,30.71,44.09
4347,2020-01-20,Southern,639.88,565.10,62.6,41.51,63.94,83.53
4348,2020-01-20,Eastern,489.26,505.42,,,23.17,31.98
4349,2020-01-20,NorthEastern,34.74,35.14,,,11.06,6.25
4350,2020-01-21,Northern,676.13,569.42,26.24,30.84,95.94,124.04
4351,2020-01-21,Western,"1,309.45","1,303.69",42.41,28.92,30.71,44.68
4352,2020-01-21,Southern,638.13,564.73,62.6,41.47,63.94,81.84
4353,2020-01-21,Eastern,489.52,502.75,,,23.17,31.18
4354,2020-01-21,NorthEastern,34.74,34.62,,,11.06,5.07
4355,2020-01-22,Northern,689.53,548.89,26.24,30.93,95.94,127.22
4356,2020-01-22,Western,"1,311.95","1,234.86",42.41,36.1,30.71,35.21
4357,2020-01-22,Southern,638.13,565.49,62.6,41.53,63.94,74.21
4358,2020-01-22,Eastern,489.52,495.54,,,23.17,29.79
4359,2020-01-22,NorthEastern,34.74,33.12,,,11.06,5.05
4360,2020-01-23,Northern,689.53,550.41,26.24,29.91,95.94,123.88
4361,2020-01-23,Western,"1,307.77","1,245.98",42.41,36.42,30.71,38.94
4362,2020-01-23,Southern,638.13,574.18,62.6,41.42,63.94,82.24
4363,2020-01-23,Eastern,489.52,498.62,,,23.17,27.98
4364,2020-01-23,NorthEastern,34.74,31.20,,,11.06,4.9
4365,2020-01-24,Northern,689.53,567.32,26.24,28.87,95.94,131.55
4366,2020-01-24,Western,"1,307.77","1,303.71",42.41,36.48,30.71,47.5
4367,2020-01-24,Southern,638.13,581.60,62.6,41.37,63.94,89.14
4368,2020-01-24,Eastern,489.52,509.19,,,23.17,30.62
4369,2020-01-24,NorthEastern,34.74,31.48,,,11.06,5.1
4370,2020-01-25,Northern,689.53,576.06,26.24,30.81,95.94,128.14
4371,2020-01-25,Western,"1,304.39","1,323.45",42.41,36.61,30.71,47.48
4372,2020-01-25,Southern,638.13,594.61,62.6,41.43,63.94,93.23
4373,2020-01-25,Eastern,489.52,525.70,,,23.17,30.28
4374,2020-01-25,NorthEastern,34.74,33.16,,,11.06,4.83
4375,2020-01-26,Northern,692.36,553.28,26.24,30.72,95.94,120.66
4376,2020-01-26,Western,"1,308.69","1,250.91",42.41,36.48,30.71,39.61
4377,2020-01-26,Southern,638.13,552.53,62.6,41.59,63.94,75.88
4378,2020-01-26,Eastern,489.52,501.94,,,23.17,22.9
4379,2020-01-26,NorthEastern,34.74,30.89,,,11.06,4.66
4380,2020-01-27,Northern,692.36,560.71,26.24,29.93,95.94,114.48
4381,2020-01-27,Western,"1,308.69","1,287.03",42.41,36.49,30.71,42.18
4382,2020-01-27,Southern,638.13,596.47,62.6,43.05,63.94,82.68
4383,2020-01-27,Eastern,489.52,510.10,,,23.17,31.64
4384,2020-01-27,NorthEastern,34.74,32.03,,,11.06,4.64
4385,2020-01-28,Northern,692.36,563.76,26.24,30.53,95.94,121.19
4386,2020-01-28,Western,"1,308.69","1,305.92",42.41,36.68,30.71,38.37
4387,2020-01-28,Southern,638.13,617.03,62.6,41.08,63.94,91.24
4388,2020-01-28,Eastern,489.52,511.96,,,23.17,31.02
4389,2020-01-28,NorthEastern,34.74,35.28,,,11.06,4.68
4390,2020-01-29,Northern,702.03,554.58,26.24,30.68,95.94,127.55
4391,2020-01-29,Western,"1,308.69","1,325.76",42.41,36.86,30.71,47.4
4392,2020-01-29,Southern,638.13,624.17,62.6,41.5,63.94,86.15
4393,2020-01-29,Eastern,489.52,517.56,,,23.17,30.19
4394,2020-01-29,NorthEastern,34.74,35.69,,,11.06,4.16
4395,2020-01-30,Northern,699.48,546.33,26.24,30.9,95.94,128.05
4396,2020-01-30,Western,"1,311.69","1,333.15",42.41,36.78,30.71,41.29
4397,2020-01-30,Southern,638.13,611.88,62.6,42.2,63.94,94.45
4398,2020-01-30,Eastern,489.52,519.01,,,23.17,30.46
4399,2020-01-30,NorthEastern,34.74,34.91,,,11.06,4.34
4400,2020-01-31,Northern,715.48,562.72,26.24,30.84,95.94,125.15
4401,2020-01-31,Western,"1,311.69","1,328.75",42.41,36.73,30.71,44.09
4402,2020-01-31,Southern,638.13,627.51,62.6,40.57,63.94,89.76
4403,2020-01-31,Eastern,489.52,507.92,,,23.17,30.12
4404,2020-01-31,NorthEastern,34.74,34.79,,,11.06,4.21
4405,2020-02-01,Northern,696.52,557.03,21.74,30.79,101.72,122.01
4406,2020-02-01,Western,"1,277.71","1,312.20",45.51,36.9,31.96,39.33
4407,2020-02-01,Southern,632.93,607.33,62.68,40.21,71.22,77.12
4408,2020-02-01,Eastern,486.69,492.27,,,24.51,25.56
4409,2020-02-01,NorthEastern,35.55,35.06,,,9.27,4.31
4410,2020-02-02,Northern,696.52,547.91,21.74,30.82,101.72,124.4
4411,2020-02-02,Western,"1,277.71","1,255.37",45.51,36.81,31.96,38.58
4412,2020-02-02,Southern,632.93,569.14,62.68,41.58,71.22,65.86
4413,2020-02-02,Eastern,486.69,472.66,,,24.51,21.52
4414,2020-02-02,NorthEastern,35.55,34.40,,,9.27,4.26
4415,2020-02-03,Northern,696.52,573.00,21.74,30.63,101.72,120.38
4416,2020-02-03,Western,"1,288.78","1,306.68",45.51,36.69,31.96,59.81
4417,2020-02-03,Southern,632.93,609.60,62.68,42.95,71.22,81.05
4418,2020-02-03,Eastern,486.69,481.33,,,24.51,28.2
4419,2020-02-03,NorthEastern,35.55,34.44,,,9.27,4.4
4420,2020-02-04,Northern,686.27,573.35,21.74,30.63,101.72,121.33
4421,2020-02-04,Western,"1,287.08","1,343.36",45.51,36.7,31.96,48.62
4422,2020-02-04,Southern,632.93,627.45,62.68,41.37,71.22,77.63
4423,2020-02-04,Eastern,493.54,517.76,,,24.51,27.77
4424,2020-02-04,NorthEastern,35.55,37.02,,,9.27,4.21
4425,2020-02-05,Northern,684.31,569.76,21.74,30.72,101.72,122.5
4426,2020-02-05,Western,"1,278.79","1,358.09",45.51,36.71,31.96,36.36
4427,2020-02-05,Southern,632.93,637.62,62.68,41.53,71.22,83.58
4428,2020-02-05,Eastern,493.54,503.72,,,24.51,34.88
4429,2020-02-05,NorthEastern,35.55,36.49,,,9.27,4.34
4430,2020-02-06,Northern,684.31,581.88,21.74,30.72,101.72,123.0
4431,2020-02-06,Western,"1,278.79","1,347.67",45.51,36.81,31.96,42.39
4432,2020-02-06,Southern,632.93,623.85,62.68,41.64,71.22,85.89
4433,2020-02-06,Eastern,493.54,518.41,,,24.51,33.16
4434,2020-02-06,NorthEastern,35.55,35.45,,,9.27,4.02
4435,2020-02-07,Northern,686.92,600.60,21.74,30.75,101.72,119.85
4436,2020-02-07,Western,"1,278.74","1,354.86",45.51,36.53,31.96,35.83
4437,2020-02-07,Southern,632.93,608.35,62.68,35.05,71.22,87.61
4438,2020-02-07,Eastern,493.54,523.25,,,24.51,31.99
4439,2020-02-07,NorthEastern,35.55,35.61,,,9.27,7.41
4440,2020-02-08,Northern,686.31,584.24,21.74,30.79,101.72,119.17
4441,2020-02-08,Western,"1,278.74","1,322.56",45.51,33.11,31.96,35.07
4442,2020-02-08,Southern,632.93,607.62,62.68,34.97,71.22,86.57
4443,2020-02-08,Eastern,497.49,507.71,,,24.51,31.53
4444,2020-02-08,NorthEastern,35.55,34.00,,,9.27,6.54
4445,2020-02-09,Northern,686.31,564.23,21.74,30.71,101.72,120.53
4446,2020-02-09,Western,"1,278.74","1,270.20",45.51,23.76,31.96,34.51
4447,2020-02-09,Southern,632.93,572.05,62.68,40.59,71.22,65.51
4448,2020-02-09,Eastern,497.49,484.92,,,24.51,27.31
4449,2020-02-09,NorthEastern,35.55,30.91,,,9.27,8.3
4450,2020-02-10,Northern,686.31,577.73,21.74,30.72,101.72,117.7
4451,2020-02-10,Western,"1,278.74","1,322.90",45.51,29.58,31.96,41.6
4452,2020-02-10,Southern,632.93,592.56,62.68,40.58,71.22,63.95
4453,2020-02-10,Eastern,497.49,490.74,,,24.51,29.43
4454,2020-02-10,NorthEastern,35.55,29.80,,,9.27,4.98
4455,2020-02-11,Northern,686.31,578.89,21.74,30.73,101.72,121.37
4456,2020-02-11,Western,"1,278.74","1,347.07",45.51,38.72,31.96,48.74
4457,2020-02-11,Southern,632.93,598.18,62.68,41.53,71.22,69.63
4458,2020-02-11,Eastern,497.49,502.33,,,24.51,34.53
4459,2020-02-11,NorthEastern,35.55,30.20,,,9.27,3.93
4460,2020-02-12,Northern,686.31,576.41,21.74,30.61,101.72,124.54
4461,2020-02-12,Western,"1,278.74","1,350.81",45.51,39.16,31.96,51.39
4462,2020-02-12,Southern,632.93,615.92,62.68,27.66,71.22,79.83
4463,2020-02-12,Eastern,497.49,515.67,,,24.51,28.47
4464,2020-02-12,NorthEastern,35.55,34.49,,,9.27,2.72
4465,2020-02-13,Northern,686.31,585.31,21.74,30.52,101.72,122.21
4466,2020-02-13,Western,"1,278.74","1,391.58",45.51,39.81,31.96,43.29
4467,2020-02-13,Southern,632.93,642.16,62.68,21.17,71.22,83.48
4468,2020-02-13,Eastern,497.49,532.18,,,24.51,26.68
4469,2020-02-13,NorthEastern,35.55,35.40,,,9.27,2.64
4470,2020-02-14,Northern,686.31,579.76,21.74,30.52,101.72,122.45
4471,2020-02-14,Western,"1,278.79","1,380.53",45.51,40.17,31.96,46.99
4472,2020-02-14,Southern,632.93,662.06,62.68,21.15,71.22,87.86
4473,2020-02-14,Eastern,497.49,535.28,,,24.51,28.07
4474,2020-02-14,NorthEastern,35.55,36.64,,,9.27,2.63
4475,2020-02-15,Northern,685.93,593.04,26.21,30.58,101.72,121.38
4476,2020-02-15,Western,"1,272.58","1,403.40",45.51,40.53,31.96,46.29
4477,2020-02-15,Southern,632.93,664.97,67.15,21.93,71.22,80.99
4478,2020-02-15,Eastern,497.49,511.67,,,24.51,33.72
4479,2020-02-15,NorthEastern,35.05,35.52,,,9.27,2.65
4480,2020-02-16,Northern,688.50,572.96,21.74,29.58,101.72,124.97
4481,2020-02-16,Western,"1,276.94","1,341.12",45.51,40.43,31.96,38.04
4482,2020-02-16,Southern,632.93,618.34,67.15,33.08,71.22,64.2
4483,2020-02-16,Eastern,498.70,509.59,,,24.51,28.03
4484,2020-02-16,NorthEastern,35.05,33.29,,,9.27,2.72
4485,2020-02-17,Northern,688.50,571.42,21.74,30.54,101.72,132.8
4486,2020-02-17,Western,"1,276.94","1,378.13",45.51,40.57,31.96,42.21
4487,2020-02-17,Southern,632.93,630.28,67.15,36.22,71.22,74.34
4488,2020-02-17,Eastern,498.70,528.97,,,24.51,33.42
4489,2020-02-17,NorthEastern,35.05,34.26,,,9.27,2.34
4490,2020-02-18,Northern,688.43,587.39,21.74,30.43,101.72,135.79
4491,2020-02-18,Western,"1,278.58","1,424.03",45.51,40.53,31.96,40.0
4492,2020-02-18,Southern,632.93,640.27,67.15,42.04,71.22,84.48
4493,2020-02-18,Eastern,498.70,543.80,,,24.51,31.41
4494,2020-02-18,NorthEastern,35.05,35.13,,,9.27,2.14
4495,2020-02-19,Northern,685.93,566.72,21.74,27.32,101.72,135.58
4496,2020-02-19,Western,"1,278.58","1,442.38",45.51,40.49,31.96,51.63
4497,2020-02-19,Southern,629.32,638.76,67.15,44.73,71.22,95.74
4498,2020-02-19,Eastern,498.70,538.55,,,24.51,34.48
4499,2020-02-19,NorthEastern,35.05,27.59,,,9.27,4.2
4500,2020-02-20,Northern,686.31,539.44,21.74,24.92,101.72,128.11
4501,2020-02-20,Western,"1,276.02","1,414.58",45.51,40.59,31.96,56.49
4502,2020-02-20,Southern,629.32,614.14,67.15,47.16,71.22,95.81
4503,2020-02-20,Eastern,508.10,537.88,,,24.51,37.06
4504,2020-02-20,NorthEastern,35.05,24.65,,,9.27,5.56
4505,2020-02-21,Northern,691.20,525.44,21.74,25.15,101.72,126.83
4506,2020-02-21,Western,"1,282.82","1,345.03",45.51,40.58,31.96,52.13
4507,2020-02-21,Southern,629.32,595.11,67.15,47.26,71.22,85.05
4508,2020-02-21,Eastern,508.10,532.65,,,24.51,24.77
4509,2020-02-21,NorthEastern,35.05,25.50,,,9.27,3.72
4510,2020-02-22,Northern,691.20,516.85,21.74,25.01,101.72,129.72
4511,2020-02-22,Western,"1,286.95","1,364.67",45.51,40.78,31.96,47.12
4512,2020-02-22,Southern,629.32,604.22,67.15,47.36,71.22,78.3
4513,2020-02-22,Eastern,503.43,522.56,,,24.51,32.1
4514,2020-02-22,NorthEastern,35.05,26.09,,,9.27,3.64
4515,2020-02-23,Northern,691.20,504.35,21.74,25.06,101.72,126.99
4516,2020-02-23,Western,"1,286.95","1,353.09",45.51,40.8,31.96,40.27
4517,2020-02-23,Southern,629.32,569.72,67.15,47.35,71.22,82.27
4518,2020-02-23,Eastern,503.43,514.24,,,24.51,25.49
4519,2020-02-23,NorthEastern,35.05,25.80,,,9.27,3.98
4520,2020-02-24,Northern,691.20,545.07,21.74,25.04,101.72,125.63
4521,2020-02-24,Western,"1,286.95","1,404.66",45.51,40.75,31.96,48.37
4522,2020-02-24,Southern,629.32,599.06,67.15,47.37,71.22,107.69
4523,2020-02-24,Eastern,503.43,516.38,,,24.51,28.27
4524,2020-02-24,NorthEastern,35.05,26.33,,,9.27,3.9
4525,2020-02-25,Northern,691.20,543.68,21.74,25.02,101.72,127.88
4526,2020-02-25,Western,"1,286.95","1,402.59",45.51,40.74,31.96,53.64
4527,2020-02-25,Southern,629.32,626.77,67.15,47.34,71.22,111.16
4528,2020-02-25,Eastern,503.43,529.30,,,24.51,40.66
4529,2020-02-25,NorthEastern,35.05,26.51,,,9.27,4.14
4530,2020-02-26,Northern,691.20,556.34,21.74,24.88,101.72,133.41
4531,2020-02-26,Western,"1,287.95","1,382.43",45.51,40.64,31.96,61.39
4532,2020-02-26,Southern,629.32,634.91,67.15,45.76,71.22,100.54
4533,2020-02-26,Eastern,503.43,525.62,,,24.51,25.04
4534,2020-02-26,NorthEastern,35.05,27.03,,,9.27,4.27
4535,2020-02-27,Northern,693.77,537.59,21.74,25.02,101.72,134.26
4536,2020-02-27,Western,"1,287.95","1,377.99",45.51,40.67,31.96,131.8
4537,2020-02-27,Southern,629.32,612.83,67.15,46.59,71.22,106.44
4538,2020-02-27,Eastern,503.43,521.06,,,24.51,23.93
4539,2020-02-27,NorthEastern,35.05,26.43,,,9.27,6.34
4540,2020-02-28,Northern,693.77,528.72,21.74,24.83,101.72,133.55
4541,2020-02-28,Western,"1,287.95","1,389.32",45.51,40.64,31.96,49.4
4542,2020-02-28,Southern,629.32,619.74,67.15,46.78,71.22,103.96
4543,2020-02-28,Eastern,503.43,521.64,,,24.51,23.27
4544,2020-02-28,NorthEastern,35.05,25.42,,,9.27,5.78
4545,2020-02-29,Northern,706.02,508.51,21.74,24.86,101.72,132.04
4546,2020-02-29,Western,"1,307.15","1,380.15",45.51,40.68,31.96,43.81
4547,2020-02-29,Southern,629.32,621.12,67.15,46.7,71.22,106.36
4548,2020-02-29,Eastern,503.43,509.59,,,24.51,27.12
4549,2020-02-29,NorthEastern,35.05,27.44,,,9.27,4.49
4550,2020-03-01,Northern,704.85,465.35,21.76,24.96,124.4,131.04
4551,2020-03-01,Western,"1,330.23","1,308.92",45.47,40.71,31.53,24.63
4552,2020-03-01,Southern,635.36,595.73,67.16,46.76,81.21,70.82
4553,2020-03-01,Eastern,505.72,479.99,,,30.34,25.55
4554,2020-03-01,NorthEastern,34.28,31.75,,,10.37,4.19
4555,2020-03-02,Northern,711.32,488.46,21.76,24.74,124.4,136.09
4556,2020-03-02,Western,"1,327.87","1,374.44",45.47,40.62,31.53,33.99
4557,2020-03-02,Southern,635.36,631.27,67.16,45.69,81.21,96.78
4558,2020-03-02,Eastern,505.72,524.91,,,30.34,27.45
4559,2020-03-02,NorthEastern,34.28,32.13,,,10.37,3.95
4560,2020-03-03,Northern,710.32,510.96,21.76,30.28,124.4,140.73
4561,2020-03-03,Western,"1,327.87","1,369.52",45.47,40.62,31.53,42.6
4562,2020-03-03,Southern,635.36,627.19,67.16,46.6,81.21,105.66
4563,2020-03-03,Eastern,505.72,538.33,,,30.34,25.93
4564,2020-03-03,NorthEastern,34.28,26.83,,,10.37,4.54
4565,2020-03-04,Northern,710.32,502.20,21.76,30.29,124.4,136.98
4566,2020-03-04,Western,"1,327.87","1,349.27",45.47,40.64,31.53,31.2
4567,2020-03-04,Southern,635.36,619.63,67.16,47.1,81.21,101.04
4568,2020-03-04,Eastern,505.72,523.65,,,30.34,25.81
4569,2020-03-04,NorthEastern,34.28,25.38,,,10.37,5.01
4570,2020-03-05,Northern,714.36,452.86,21.76,30.32,124.4,137.21
4571,2020-03-05,Western,"1,327.87","1,329.64",45.47,40.65,31.53,35.63
4572,2020-03-05,Southern,635.36,624.78,67.16,47.19,81.21,106.16
4573,2020-03-05,Eastern,505.72,513.72,,,30.34,24.91
4574,2020-03-05,NorthEastern,34.28,26.47,,,10.37,4.55
4575,2020-03-06,Northern,714.36,440.59,21.76,30.6,124.4,136.51
4576,2020-03-06,Western,"1,327.87","1,300.00",45.47,40.71,31.53,31.95
4577,2020-03-06,Southern,635.36,618.24,67.16,48.17,81.21,86.62
4578,2020-03-06,Eastern,505.72,493.04,,,30.34,28.14
4579,2020-03-06,NorthEastern,34.28,21.87,,,10.37,4.5
4580,2020-03-07,Northern,714.36,433.83,21.76,30.69,124.4,130.55
4581,2020-03-07,Western,"1,331.75","1,336.30",45.47,40.8,31.53,28.56
4582,2020-03-07,Southern,635.36,628.98,67.16,48.05,81.21,90.04
4583,2020-03-07,Eastern,505.72,525.50,,,30.34,29.05
4584,2020-03-07,NorthEastern,34.28,22.11,,,10.37,4.93
4585,2020-03-08,Northern,714.36,427.57,21.76,30.73,124.4,130.97
4586,2020-03-08,Western,"1,337.31","1,306.46",45.47,40.86,31.53,41.56
4587,2020-03-08,Southern,635.36,597.84,67.16,48.15,81.21,72.24
4588,2020-03-08,Eastern,505.72,505.94,,,30.34,27.33
4589,2020-03-08,NorthEastern,34.28,24.49,,,10.37,4.74
4590,2020-03-09,Northern,714.36,411.79,21.76,30.6,124.4,128.42
4591,2020-03-09,Western,"1,337.31","1,291.60",45.47,40.73,31.53,44.94
4592,2020-03-09,Southern,635.36,600.68,67.16,48.19,81.21,81.81
4593,2020-03-09,Eastern,505.72,500.91,,,30.34,26.13
4594,2020-03-09,NorthEastern,34.28,26.24,,,10.37,6.03
4595,2020-03-10,Northern,714.36,355.08,21.76,30.64,124.4,124.27
4596,2020-03-10,Western,"1,337.31","1,104.75",45.47,40.82,31.53,39.39
4597,2020-03-10,Southern,635.36,593.63,67.16,48.11,81.21,75.43
4598,2020-03-10,Eastern,505.72,442.48,,,30.34,26.51
4599,2020-03-10,NorthEastern,34.28,27.43,,,10.37,4.88
4600,2020-03-11,Northern,714.36,355.89,21.76,30.56,124.4,124.51
4601,2020-03-11,Western,"1,326.61","1,139.03",45.47,40.76,31.53,40.3
4602,2020-03-11,Southern,635.36,615.12,67.16,48.15,81.21,90.18
4603,2020-03-11,Eastern,495.72,493.76,,,30.34,28.34
4604,2020-03-11,NorthEastern,34.28,25.33,,,10.37,5.02
4605,2020-03-12,Northern,699.33,368.11,21.76,30.42,124.4,132.12
4606,2020-03-12,Western,"1,326.61","1,225.38",45.47,40.92,31.53,52.83
4607,2020-03-12,Southern,639.01,633.29,67.16,46.65,81.21,88.49
4608,2020-03-12,Eastern,495.72,535.40,,,30.34,26.05
4609,2020-03-12,NorthEastern,34.28,28.56,,,10.37,7.37
4610,2020-03-13,Northern,700.33,393.54,21.76,30.49,124.4,142.25
4611,2020-03-13,Western,"1,326.61","1,269.46",45.47,40.97,31.53,49.11
4612,2020-03-13,Southern,639.01,619.74,67.16,46.67,81.21,86.49
4613,2020-03-13,Eastern,495.72,551.42,,,30.34,29.76
4614,2020-03-13,NorthEastern,34.28,33.79,,,10.37,6.89
4615,2020-03-14,Northern,697.41,414.25,21.76,30.54,124.4,144.71
4616,2020-03-14,Western,"1,326.61","1,228.17",45.47,40.91,31.53,40.45
4617,2020-03-14,Southern,639.01,620.59,67.16,46.51,81.21,82.04
